strain	species	date	region	country	location	host	group	collector	authors	title	journal	paper url
14.0072	Pst	2014-07-03	europe	Spain	Garínoain	Trigo camargo	PstS7	Pedro Liberol	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0076	Pst	2014-05-21	europe	Italy	Ozzano	Massari	PstS7	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0078	Pst	2014-06-04	europe	Germany	Ruchheim	Victo	Cluster 3 (Hubbard et al., 2015)	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0079	Pst	2014-06-17	europe	Germany	Böhl_Bauch_10	Unknown	PstS10	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0080	Pst	2014-06-17	europe	Germany	Ruchheim	Victo	Other	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0081	Pst	2014-05-13	europe	Germany	Gommershoven	JB Asano	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0085	Pst	2014-06-03	europe	Germany	Groitzsch	Akteur	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0086	Pst	2014-06-03	europe	Germany	Weißensee	Ritmo	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0087	Pst	2014-06-03	europe	Germany	Weißensee	JB Asano	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0088	Pst	2014-06-03	europe	Germany	Weißensee	Akteur	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0089	Pst	2014-06-04	europe	Germany	Tachenhausen	Kometus	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0090	Pst	2014-06-05	europe	Germany	Hüttendorf	Hermann	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0091	Pst	2014-06-05	europe	Germany	Hüttendorf	Kometus	PstS10	Prochnow	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0092	Pst	2014-05-26	europe	Slovakia	Vígľaš-Pstruša	Unknown	PstS7	Andrea Hanková	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0093	Pst	2014-05-26	europe	Slovakia	Vígľaš-Pstruša	Unknown	PstS7	Andrea Hanková	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0094	Pst	2014-06-03	europe	France	Nangis	Rosario	PstS10	Bazelaine	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0095	Pst	2014-06-02	europe	Belgium	Koksijde	JB Asano	PstS10	Yves Decroos	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0096	Pst	2014-06-02	europe	Belgium	Zwevegem	JB Asano	PstS10	Yves Decroos	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0097	Pst	2014-06-02	europe	Belgium	Avelgem	JB Asano	PstS10	Yves Decroos	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0098	Pst	2014-06-02	europe	Belgium	Mignault	Torch	PstS7	Yves Decroos	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0099	Pst	2014-05-24	europe	Romania	Romania	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0101	Pst	2014-05-24	asia	Turkey	Turkey	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0103	Pst	2014-05-24	europe	Serbia	Serbia	Unknown	PstS7	Dario	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0105	Pst	2014-06-13	europe	UK	Morley	Kranich	PstS10	James Brown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0108	Pst	2014-06-11	europe	France	France	Unknown Durum Wheat	PstS10	Claude Pope	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0115	Pst	2014-07-XX	europe	Germany	Werbig	Rye	Triticale	Viktor	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0120	Pst	2014-07-XX	europe	Germany	Werbig	Rye	Triticale	Viktor	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0126	Pst	2014-06-XX	europe	UK	Bridgend	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0127	Pst	2014-07-XX	europe	UK	UK	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0128	Pst	2014-08-XX	europe	UK	Bishop_Burton	Vuka	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0129	Pst	2014-06-23	europe	UK	Broughton	Panacea	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0135	Pst	2014-06-23	europe	UK	Humbie	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0139	Pst	2014-06-23	europe	UK	Wolferton	Jorvik	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0140	Pst	2014-06-23	europe	UK	Humbie	LGW65 (Energise)	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0141	Pst	2014-06-23	europe	UK	Wolferton	KWS Santiago	Cluster 3 (Hubbard et al., 2015)	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0142	Pst	2014-06-23	europe	UK	Humbie	JB Diego	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0145	Pst	2014-04-28	europe	UK	York	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0146	Pst	2014-04-28	europe	UK	York	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0148	Pst	2014-04-01	europe	UK	Morley	Victo	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0153	Pst	2014-01-13	europe	UK	Titchmarsh	Claire	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0155	Pst	2013-12-XX	europe	UK	Wallingford	KWS Kielder	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0158	Pst	2013-12-XX	europe	UK	Streatley	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0159	Pst	2014-01-23	europe	UK	Caythorpe	Claire	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0160	Pst	2014-01-23	europe	UK	Caythorpe	Robigus	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0163	Pst	2014-05-23	europe	UK	Canterbury	Cordiale	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0165	Pst	2014-05-23	europe	UK	Canterbury	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0166	Pst	2014-05-06	europe	UK	Caythorpe	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0167	Pst	2014-05-06	europe	UK	Caythorpe	Robigus	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0169	Pst	2014-05-16	europe	UK	UK	Ambition	PstS7	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0172	Pst	2014-05-13	europe	UK	Dunmow	Scout	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0173	Pst	2014-05-08	europe	UK	Cambridgeshire	Kranich	PstS7	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0174	Pst	2014-05-16	europe	UK	Sturminster	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0175	Pst	2014-05-23	europe	UK	Canterbury	Claire	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0176	Pst	2014-05-16	europe	UK	Keisby	Belvoir	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0179	Pst	2014-05-23	europe	UK	Canterbury	KWS Sterling	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0180	Pst	2014-05-23	europe	UK	Canterbury	Robigus	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0181	Pst	2014-05-06	europe	UK	Headley_Hall	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0182	Pst	2014-05-23	europe	UK	Royston	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0195	Pst	2014-05-XX	europe	UK	Fulbourn	Galiant	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0216	Pst	2014-05-XX	europe	UK	Morley	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0225	Pst	2014-08-XX	europe	UK	Cascob	AC Barrie	PstS10	Rosemary Bayles	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0227	Pst	2014-08-XX	europe	UK	Cascob	AC Barrie	PstS10	Rosemary Bayles	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
12/12	Pst	2012-11-XX	oceania	New Zealand	Lincoln	Sy Epson	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
11/03	Pst	2011-11-XX	oceania	New Zealand	Darfield	Morph	Other	Richard Oliver	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0236	Pst	2014-12-01	africa	Ethiopia	Sinana_RS	Unknown	Other	Dave Hodson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0238	Pst	2014-12-01	africa	Ethiopia	Sinana_RS	Hidase	Other	Dave Hodson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0239	Pst	2014-12-01	africa	Ethiopia	Sinana_RS	Henkolo	Other	Dave Hodson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0240	Pst	2014-12-01	africa	Ethiopia	Sinana_RS	Sanate	Other	Dave Hodson	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Chile_3	Pst	2014-11-24	south america	Chile	Carillanca_Vilcun	Onix	Other	Ricardo Madariaga Burrows	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Chile_4	Pst	2014-11-24	south america	Chile	StaRosa_Chillán	Onix	Other	Ricardo Madariaga Burrows	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Chile_18	Pst	2014-11-24	south america	Chile	StaRosa_Chillán	Fito1401-87 cv. Pantera	Other	Ricardo Madariaga Burrows	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Chile_30	Pst	2014-12-06	south america	Chile	Cajón_Temuco	Taita	Other	Ricardo Madariaga Burrows	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
Chile_31	Pst	2014-12-07	south america	Chile	Los_Tilos_Santiago	Fito 1404-15	Other	Ricardo Madariaga Burrows	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0183	Pst	2014-05-23	europe	UK	Canterbury	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0188	Pst	2014-05-16	europe	UK	UK	Kranich	PstS7	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0190	Pst	2014-05-23	europe	UK	Canterbury	Warrior	PstS7	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0191	Pst	2014-05-06	europe	UK	Caythorpe	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0193	Pst	2014-05-23	europe	UK	Canterbury	Relay	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0203	Pst	2014-06-02	europe	UK	Sutton_Scotney	KWS Sterling	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0205	Pst	2014-05-XX	europe	UK	Morley	Solstice	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0210	Pst	2014-06-02	europe	UK	Headley_Hall	Relay	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0218	Pst	2014-XX-XX	europe	UK	Morley	Cordiale	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0226	Pst	2014-08-XX	europe	UK	Cascob	AC Barrie	PstS10	Rosemary Bayles	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0061	Pst	2014-06-19	europe	Czechia	Olomouc	Turandot Baryton cross	PstS7	Ruth Bryant	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0151	Pst	2014-01-23	europe	UK	Caythorpe	Oakley	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0152	Pst	2014-01-23	europe	UK	Caythorpe	Victo	PstS10	Unknown	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
14.0077	Pst	2014-05-21	europe	Italy	Conselice	Irnerio	Triticale	A. Resweber	Bueno-Sancho et al., 2017	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity	Genome Biol Evol (12), 3282-3296 (2017)	https://academic.oup.com/gbe/article/9/12/3282/4644453
